Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72
Mycoplasma pneumoniae;11.88425;0;0;0;0;11.71234;0;0;0;0;0;0;231.21387;0;0;0;0;0;0;0;0;0;11.90902;28.04656;51.90376;0;0;31.47673;27.75358;64.24877;17.38284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma pullorum;57.79929;0;0;0;0;23.7338;0;0;0;0;0;142.24751;0;0;0;0;0;0;0;0;0;0;19.30595;45.47005;21.03618;0;40.03844;22.96299;19.37197;31.24715;31.93748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma pulmonis;52.84614;0;0;0;0;29.76043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147.05882;0;90.78071;0;18.84067;0;16.7336;23.99424;28.73057;16.32542;17.6675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma putrefaciens;29.13244;0;0;0;0;34.45306;0;0;0;219.78022;0;0;0;404.0404;0;0;0;0;0;0;0;0;70.06481;27.50275;21.81184;0;38.74467;21.6046;37.79604;9.44971;27.27087;0;0;158.98251;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma sp;37.44196;0;0;401.60643;0;44.27718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.01426;106.04454;46.72024;0;0;59.5002;30.11726;52.62838;14.60387;0;0;0;156.73981;0;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma suis;32.6712;0;0;0;0;12.87913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.30723;0;0;6.92245;34.75696;21.19467;22.93724;0;0;0;0;0;0;155.40016;0;0;0;0;0;0;0;0;0
Mycoplasma synoviae;36.40777;0;0;0;0;59.80146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.48304;28.64099;37.85871;0;0;22.50008;67.70321;52.48655;23.66752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma wenyonii;7.46074;0;0;0;0;14.7048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.95215;0;27.92906;0;49.60933;11.85607;16.45501;28.23378;14.5499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma yeatsii;21.68022;0;0;0;0;10.68262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.86248;76.74597;33.81577;167.08438;54.0638;41.63018;25.3145;43.95218;15.85523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Myroides odoratimimus;11.10883;0;0;0;0;5.47387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.24356;6.93097;0;11.08074;5.59029;13.6918;9.60895;11.69885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Myroides profundi;26.25784;126.42225;0;0;0;15.29106;0;0;0;0;0;70.50943;0;82.81573;0;0;0;0;0;0;34.86143;81.76615;17.94001;11.26729;23.82938;0;21.82626;18.96699;17.65263;27.4228;20.48327;53.93743;0;0;0;0;49.22471;0;0;0;0;0;0;0;0;0;0
Myroides sp;8.75565;0;0;0;0;9.20397;0;0;0;0;0;0;0;0;103.73444;0;0;0;0;50.17561;34.1006;0;7.01902;5.5104;7.28375;0;11.64461;4.94719;9.84485;15.46253;5.69178;0;0;31.85728;0;0;0;41.66088;0;0;0;0;0;0;45.58924;0;0
Myxococcus fulvus;6.80554;23.25041;0;0;0;12.11565;0;0;0;0;0;0;17.08964;0;39.01678;0;25.24615;0;0;0;76.95267;150.37594;9.67943;12.43472;2.46547;4.51131;8.75912;5.46562;5.75334;4.27258;5.90826;0;0;0;18.38573;0;0;0;0;0;0;0;53.59057;0;0;0;0
Myxococcus hansupus;2.81141;27.07093;0;0;0;5.03755;0;0;15.60915;0;0;0;19.89654;0;0;0;0;0;0;0;89.58567;70.02801;6.14666;2.41278;6.37849;10.5042;3.39913;3.24925;10.1466;7.73761;6.28032;0;0;0;0;0;0;0;0;0;0;0;0;0;19.96008;0;0
Myxococcus macrosporus;5.92685;85.60422;0;0;0;6.37193;0;0;16.45278;0;0;0;20.97096;0;0;0;0;0;0;0;31.47624;36.90718;5.39919;0;4.70636;5.53603;0;2.2833;7.7593;4.36928;6.40975;0;0;14.70156;0;0;0;0;0;15.9821;0;0;0;0;0;0;0
Myxococcus stipitatus;3.2808;49.64011;0;0;0;10.16162;0;0;0;17.68816;7.22622;0;0;0;0;0;0;0;19.85703;0;68.45095;64.20546;3.75724;7.74293;2.04695;9.63113;7.79168;13.65483;8.51292;7.22128;6.48964;21.18195;0;0;29.43918;0;0;11.15014;0;0;23.08136;0;0;0;0;0;0
Myxococcus xanthus;4.77699;0;0;0;0;13.07702;0;48.03651;32.41491;0;0;0;0;0;0;0;30.52037;0;22.48707;0;77.51938;72.71405;11.70126;7.51607;9.93479;5.4536;5.29437;5.90436;9.08979;13.91687;6.52128;0;0;14.48331;11.11296;0;0;12.62786;0;15.74431;0;0;0;0;0;0;0
Nakamurella multipartita;2.40145;42.39084;0;0;0;8.67768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.76175;109.64912;8.02143;11.3353;3.99549;8.2247;7.98456;7.42049;5.08882;4.32753;9.67888;0;0;21.84121;0;0;33.01965;0;0;23.74451;0;0;0;0;0;0;0
Natranaerobius thermophilus;30.6497;0;0;0;0;7.55139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.76276;0;21.4991;14.46707;21.03512;31.4911;20.38165;24.35342;21.67162;30.65388;34.3696;0;0;0;0;0;0;0;0;0;37.73585;0;0;0;0;0;0
Nautilia profundicola;26.04355;0;0;0;0;39.92471;168.20858;0;0;0;0;0;112.61261;0;0;0;0;0;0;0;0;0;28.99727;68.29202;27.08168;59.46187;19.2428;38.32122;56.68956;40.67425;24.83084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neisseria elongata;487.98839;113.83039;0;0;0;3415.10953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396.37233;213.0898;4223.61415;728.87907;3870.48354;4553.81392;2458.79922;7744.7397;146.73453;0;0;0;45.0045;0;0;0;0;0;0;0;262.46719;134.13816;0;0;0
Neisseria gonorrhoeae;367.11712;0;0;0;0;1276.27461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.54157;10.63095;1176.17301;46.28023;1273.02681;658.5619;2005.68628;6904.38213;9.66319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neisseria lactamica;367.01657;0;0;0;0;1386.49673;0;0;0;0;0;0;85.03401;0;0;0;0;0;0;0;0;0;19.70228;15.4679;1266.23686;33.67003;1285.68316;828.56944;2002.42048;7524.37361;22.58038;98.71668;0;0;0;0;0;0;0;64.80881;0;242.13075;0;0;0;0;0
Neisseria meningitidis;398.15121;0;0;0;0;1506.417;0;0;0;0;0;0;0;0;189.75332;0;0;102.19724;0;0;0;0;12.8356;30.23127;1458.5026;10.96732;1380.60761;860.58714;2491.09532;8695.25074;6.66148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neisseria mucosa;1371.39073;184.58699;0;0;0;7497.72458;0;0;53.20564;0;0;51.4668;0;0;0;0;0;0;0;0;0;238.66348;43.6544;534.62741;7230.99838;80.56575;72783.8934;1672.58193;6321.9911;25485.27341;73.74406;0;0;0;36.48304;0;0;0;0;0;0;0;0;0;0;0;0
Neisseria sp;380.87465;0;0;0;0;1242.86644;0;0;0;73.34067;0;0;0;0;0;0;0;0;0;0;113.5396;0;17.52541;13.75831;1047.52667;29.94909;587.95025;606.29143;1662.17487;6150.9208;26.52791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neisseriaceae bacterium;34.39736;0;0;0;0;23.72922;0;77.82101;0;64.91399;26.51816;0;0;0;0;0;0;0;0;0;100.47727;0;20.6811;8.1182;19.31496;17.67097;40.02859;22.32051;28.3379;31.61276;27.16826;0;0;0;0;80.32129;70.94714;40.91653;0;0;42.34597;0;0;0;0;0;0
Neoasaia chiangmaiensis;8.54117;0;0;0;0;11.22303;0;0;43.46881;0;0;0;0;0;0;0;0;0;0;0;124.74012;0;14.26472;6.7193;7.1053;14.6263;0;5.27844;20.13076;15.00675;12.77036;0;0;0;0;0;0;0;0;0;0;157.8532;0;0;0;0;0
Neochlamydia sp;31.88267;0;0;0;0;7.39303;0;0;0;0;0;0;0;0;0;0;0;0;79.45967;0;0;128.45215;33.82823;26.5569;11.70124;48.1742;21.82521;12.91489;16.05902;17.23622;16.82461;0;0;0;0;0;0;0;0;0;46.17871;0;0;0;0;0;0
Neomicrococcus aestuarii;19.09317;0;0;0;0;16.12817;0;0;0;0;0;0;70.77141;0;0;0;0;0;0;0;53.12085;0;38.26531;21.45739;12.47972;0;12.0919;28.89686;19.58097;32.44056;32.27076;0;0;99.23096;38.07348;0;0;0;0;0;0;0;0;0;0;0;0
Neorhizobium galegae;23.68265;10.54797;0;13.99286;0;91.42161;0;16.44196;0;0;0;0;0;0;38.04451;0;0;0;0;0;0;0;0;0;16.26281;0;27.50464;115.78541;0;0;41.05933;0;0;0;105.87612;0;0;0;0;0;0;12.68378;9.95768;18.46995;0;0;19.68504
Neorickettsia helminthoeca;21.94547;0;0;0;0;10.81373;0;0;0;0;0;0;0;0;0;0;0;262.46719;0;0;160.25641;0;87.96042;77.69002;27.38413;0;36.48304;37.78026;15.65925;26.69395;6.41965;247.83147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neorickettsia risticii;22.05132;0;0;0;0;10.86602;0;0;0;0;0;0;0;0;0;0;0;263.85224;0;0;0;377.35849;55.24251;52.04267;41.27399;0;36.66025;11.68088;22.88722;11.92126;15.05166;0;0;0;0;0;0;131.14754;0;163.5323;0;0;0;0;0;0;0
Neorickettsia sennetsu;5.64748;298.95366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.31798;26.656;77.51665;0;56.33274;8.97451;21.24791;19.8449;15.41901;0;0;154.0832;0;0;0;0;0;0;0;0;0;0;0;0;0
Niabella ginsenosidivorans;21.55033;45.65168;0;0;0;14.44178;0;39.00917;0;0;13.28992;50.92298;0;0;0;0;49.56629;0;36.52301;0;25.1794;0;15.54834;20.34422;19.89943;13.28551;40.12554;27.62551;21.36069;20.7377;28.74679;0;0;23.52111;36.09457;0;0;0;41.91115;0;0;0;105.20779;0;0;41.16073;0
Niabella soli;23.75321;0;0;0;0;18.32005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.33183;70.74637;20.69772;9.74944;16.75301;0;30.90394;21.60891;27.8693;32.66168;24.97447;0;0;28.18092;0;0;0;0;0;0;0;114.54754;0;0;0;0;0
Niastella koreensis;25.50794;85.3121;0;0;0;18.52283;0;0;0;0;0;0;0;0;0;0;0;0;0;23.08136;62.7451;110.35498;22.60106;17.74331;22.78332;24.82896;21.42608;21.47684;29.54039;33.38622;26.49614;0;0;14.65309;0;0;0;0;0;0;13.22314;0;0;0;0;25.64103;0
Nibricoccus aquaticus;12.819;162.91067;0;0;0;9.09587;0;0;0;38.69969;15.81153;0;0;0;0;0;0;0;0;0;164.74465;140.49877;26.71873;9.68125;10.23744;0;6.81954;13.0376;21.15487;13.58308;8.5999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nitratifractor salsuginis;12.69768;0;99.50249;0;0;18.20167;0;0;70.497;0;0;0;0;0;0;0;0;110.49724;0;0;0;158.10277;9.25369;10.8974;14.40424;23.72198;15.35214;13.45228;31.15041;16.22526;13.50713;0;0;62.99213;0;0;0;0;0;68.4697;0;256.08195;0;0;90.13069;0;0
Nitratireductor basaltis;7.22423;76.51109;0;0;0;11.39114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126.60899;98.96091;2.89566;0;10.81754;0;14.41199;13.01102;19.86987;25.77642;9.58033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.98931;57.75339
Nitratiruptor sp;33.58219;0;0;0;144.61316;25.45825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75.44323;0;31.06314;36.5809;35.45814;0;25.76766;29.42042;28.48755;32.12044;21.66291;0;0;0;0;0;0;0;0;0;0;286.53295;0;0;0;0;103.25245
Nitrobacter hamburgensis;7.7056;233.16817;0;0;0;6.509;0;0;0;41.54549;0;0;0;0;0;0;0;0;0;0;32.15434;150.77271;13.23685;5.19588;6.86804;0;10.98016;2.91554;9.71146;14.87768;6.44034;0;0;60.0781;0;0;45.40295;0;0;0;27.10394;0;268.63667;0;0;0;0
Nitrobacter winogradskyi;7.12972;226.50057;61.46281;0;0;8.43158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.64931;292.96875;5.71559;20.19182;5.33798;0;0;9.81944;17.01989;11.56323;5.56174;0;0;38.91051;0;0;0;0;0;0;0;158.10277;0;0;0;0;0
Nitrosococcus halophilus;21.40525;0;0;0;0;9.37548;0;0;36.31082;0;0;70.24939;46.28558;0;0;0;0;0;0;0;138.93713;162.93279;11.91639;16.83927;5.9356;0;19.76949;15.11821;18.51386;22.50109;11.59574;0;0;0;24.8973;0;0;0;0;35.27337;0;0;0;0;0;0;0
Nitrosococcus oceani;15.32674;73.80074;0;0;0;10.98509;0;0;0;0;0;0;0;0;123.83901;0;0;0;0;0;40.70004;95.41985;30.71682;13.15357;13.03985;0;11.58185;8.85684;24.58464;17.32495;10.86918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nitrosococcus watsonii;16.76055;77.19027;0;0;0;5.74523;0;65.94131;0;110.011;0;0;0;0;0;0;0;0;0;0;42.57131;0;26.28812;6.87924;12.7304;0;7.26867;12.3524;18.15218;18.90985;13.07457;0;0;0;0;0;0;0;0;0;0;0;0;0;56.9152;69.58942;0
Nitrosomonas communis;31.00683;63.15125;0;0;0;18.8045;0;0;0;0;0;0;0;0;105.98834;0;0;0;0;0;69.67427;0;21.51077;28.14523;14.88128;61.267;19.82593;20.21504;21.04218;31.26884;20.00149;0;0;65.08298;0;0;0;0;57.97101;0;0;0;145.56041;0;0;0;0
Nitrosomonas europaea;21.56399;0;0;0;0;10.20061;0;78.06401;0;0;0;0;0;0;0;0;0;0;73.09942;0;100.78105;0;17.28668;48.85596;21.52644;53.17263;63.09329;32.89744;19.69553;39.63628;13.12084;0;0;0;0;80.54772;71.14906;0;0;0;42.48088;191.20459;0;0;0;0;0
Nitrosomonas eutropha;10.93813;0;0;0;0;25.15226;0;0;0;68.79945;0;0;70.94714;0;0;0;0;0;0;0;159.74441;249.68789;14.61427;17.21022;18.19857;0;27.27603;17.38232;26.96285;36.46542;13.15453;0;0;0;0;85.14261;75.18797;0;0;0;44.89338;0;0;0;0;0;0
Nitrosomonas sp;4.57582;80.77544;197.23866;81.73273;170.79419;9.01903;0;138.02622;0;0;23.51558;45.05519;59.3648;0;0;0;87.7193;0;129.24071;65.55228;133.66006;0;48.90947;35.99712;15.22635;0;10.14276;12.52338;12.66474;31.74656;14.87298;137.88349;0;83.24662;0;0;125.82573;0;74.15647;0;112.67606;0;0;0;59.55926;72.83321;0
Nitrosomonas ureae;13.19919;0;126.42225;0;0;28.90633;0;66.357;44.7828;0;22.61164;0;0;0;130.3781;0;0;70.20007;62.1311;0;128.50717;200.90407;20.57462;6.92257;7.32018;15.06818;26.81946;8.15711;17.50497;31.31764;15.44468;66.29102;0;80.03201;30.70782;0;60.49607;0;0;0;36.11412;162.60163;89.52551;0;114.54754;140.05602;58.61665
Nitrosospira briensis;4.53364;0;0;0;0;11.91451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.14037;0;15.14348;21.39953;15.08594;15.52674;10.04924;10.80692;15.68501;9.8038;11.1993;0;0;0;0;0;0;0;0;22.41147;37.2093;0;369.00369;0;0;0;0
Nitrosospira lacus;18.59496;78.77117;0;0;0;11.72814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.89985;101.88487;11.92535;28.08693;7.42508;30.56935;9.89218;12.60801;25.28274;28.95171;13.34513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nitrosospira multiformis;15.23496;0;65.65988;0;0;18.01694;0;68.94174;0;0;0;0;59.2944;0;0;0;0;0;0;65.48788;133.51135;104.32968;21.37307;7.19114;28.51603;15.65313;35.4583;13.31579;19.17257;24.29683;5.94225;0;0;0;0;0;0;36.24502;74.07407;45.18753;37.51641;168.91892;0;95.05703;0;0;0
Nitrospira moscoviensis;25.3685;111.95074;0;0;0;9.37529;0;0;0;0;0;0;41.1438;0;0;0;0;0;0;0;154.36863;72.4113;36.01313;9.97855;27.69864;0;28.11605;9.51861;17.96479;23.71476;8.45176;47.7669;0;0;0;0;0;0;0;0;0;117.23329;0;0;0;0;42.24757
Nitrospira sp;10.30564;155.94542;0;0;0;14.50894;0;0;0;0;0;43.48771;0;0;0;0;0;0;0;0;86.00301;100.85729;5.9011;20.84709;11.02262;15.1263;29.37001;10.91805;12.41531;40.98931;12.63308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nitrospirillum amazonense;6.58745;0;0;0;0;6.49193;0;0;0;0;0;48.64996;0;0;0;0;0;0;0;0;144.30014;225.60632;3.30055;7.77333;10.27506;16.92047;5.4757;6.54276;6.40985;15.1354;8.99283;74.43245;0;0;0;76.92308;0;0;0;0;0;0;0;0;0;0;0
Niveispirillum cyanobacteriorum;8.56629;151.22873;0;0;79.93605;14.07024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125.10425;97.79951;8.58394;6.739;7.12619;0;14.24096;6.05022;12.41035;16.20864;8.63142;0;0;38.95598;0;0;0;0;0;0;0;0;0;0;0;0;0
Nocardia brasiliensis;9.76781;81.6771;22.15575;0;0;8.10627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90.10362;0;17.00023;19.41276;6.73578;10.5644;3.41863;8.98666;7.53685;9.44951;8.72253;0;0;7.0141;5.38184;0;0;0;24.99375;0;0;171.03763;0;0;0;0;0
Nocardia cyriacigeorgica;5.09031;165.87186;0;0;0;10.03303;0;0;0;29.55519;0;0;0;0;0;0;0;0;0;0;183.00355;160.90105;12.55591;14.78579;5.86324;4.02317;2.60379;5.80765;6.29927;7.62063;5.65083;0;0;0;0;0;0;0;0;0;0;86.84325;0;0;0;0;0
Nocardia farcinica;8.05678;213.31058;0;0;0;7.93997;0;0;24.60327;0;0;0;0;0;0;0;0;0;0;0;23.53495;110.37528;8.07344;7.60586;7.03747;0;5.35762;6.1883;4.91279;5.6623;3.9281;0;0;0;0;0;0;0;0;0;0;89.32559;0;0;0;0;0
Nocardia nova;6.39189;30.77397;0;0;0;6.87187;0;0;17.74465;21.92982;0;17.16444;0;0;0;23.50729;0;27.81254;0;24.97502;33.94721;39.801;4.65826;5.48554;3.62546;0;6.76211;20.62306;7.2373;9.26716;8.38588;0;0;31.7108;12.16619;0;23.96932;0;28.24859;34.47087;14.3082;64.43299;0;0;0;27.74695;0
Nocardia seriolae;10.51491;30.93581;0;0;0;13.24092;0;0;17.83803;0;9.00657;0;0;40.52685;0;0;0;0;0;0;85.31695;120.04802;13.46352;5.51466;7.28935;6.00204;3.88455;8.97372;5.75989;11.369;5.24048;0;0;0;12.23092;0;24.09639;0;0;0;0;64.76684;0;0;0;27.894;0
Nocardia soli;9.62256;140.57283;0;0;0;7.19406;0;0;0;0;0;19.60208;0;0;0;0;38.16066;0;0;0;58.15644;136.36364;3.99;6.26478;3.72641;3.40925;3.30972;5.97604;9.29854;5.02271;6.08276;0;0;9.05387;13.89468;0;0;0;0;0;0;73.58352;0;0;51.8269;0;26.5252
Nocardia terpenica;7.67664;87.10801;0;0;0;8.10574;0;0;0;20.69322;0;0;0;0;0;0;0;0;0;0;80.08329;112.67606;12.63771;7.76458;7.18438;11.26792;3.64631;5.80917;10.38638;8.89307;6.52309;0;0;29.92444;0;0;0;0;0;0;0;0;66.91201;0;0;0;0
Nocardioides dokdonensis;12.19249;352.21603;0;0;0;7.64635;0;50.15045;0;0;0;0;0;0;98.52217;0;0;0;0;0;32.37818;151.86029;13.32845;0;4.14932;0;7.37069;2.93569;6.61494;5.69259;5.18789;0;0;0;46.41448;0;0;0;26.94691;0;0;0;0;0;0;0;0
Nocardioides sp;8.27037;103.03967;0;0;0;8.62995;0;0;29.71327;0;0;0;0;0;0;0;0;0;0;0;28.4212;133.2889;37.05004;16.07422;10.32004;19.994;6.47019;7.21566;6.18543;6.3121;3.41553;0;0;53.09969;0;0;20.06823;0;0;0;0;215.74973;0;0;0;0;0
Nocardiopsis alba;4.56233;43.92708;0;0;0;1.63498;0;0;0;0;0;0;32.28931;0;0;0;47.69855;0;0;0;72.69203;0;22.44314;23.49256;16.56152;25.56891;8.27415;7.03049;10.65436;7.17516;7.76507;37.48828;0;0;0;0;0;0;0;0;0;91.99632;0;0;0;0;0
Nocardiopsis dassonvillei;3.78476;133.63029;0;0;0;4.97319;0;0;25.68383;0;12.9668;0;32.73858;0;0;0;0;0;0;0;24.56701;0;14.32749;3.96991;5.24747;8.64155;13.9821;3.56416;6.65615;8.63905;9.02127;0;0;0;0;0;0;0;0;0;0;93.24009;0;0;0;40.16064;0
Nocardiopsis gilva;7.89818;0;0;0;0;14.01062;0;0;0;0;0;0;0;0;70.20007;0;0;0;0;33.94433;138.42427;54.09792;4.74871;7.45615;6.8989;0;14.44328;4.39296;9.22226;8.53973;6.77734;0;0;21.55172;0;0;0;0;0;0;0;0;0;49.27322;0;0;0
Nonlabens dokdonensis;21.06711;65.6168;0;0;0;14.65524;0;0;0;46.77268;0;36.60322;0;0;0;50.13788;0;59.31198;0;0;36.1991;84.88964;65.81562;38.02059;28.60766;57.29929;28.84279;35.77618;38.10418;37.85227;30.45133;0;0;0;25.94707;0;0;0;0;36.75795;0;0;0;154.61925;0;0;0
Nonlabens sediminis;17.96284;0;0;0;0;3.37189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.14296;16.14987;14.94306;0;5.68812;7.70273;15.75838;18.95945;9.67528;0;0;0;0;0;0;0;0;152.24562;0;0;0;0;0;0;136.75214
Nonlabens sp;11.77351;89.08686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.28045;0;0;0;15.87806;9.44446;0;5.59222;14.70051;17.02042;12.27518;5.24817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.22689
Nonomuraea sp;7.62214;59.07256;0;0;20.82032;6.59558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65.16427;50.93595;16.39356;7.02001;6.03145;0;2.47248;8.17358;5.88505;7.13573;8.26623;0;0;15.21838;0;0;15.33625;8.84564;18.07664;11.0284;0;123.68584;90.76469;0;14.51906;0;0
'Nostoc azollae';23.5551;0;0;97.11095;0;10.714;0;40.99201;0;0;0;0;35.26093;62.85355;0;0;0;0;0;0;26.46203;62.05399;7.26269;17.10498;22.60986;27.92516;15.06115;22.55543;22.21478;38.69249;15.90137;0;0;0;37.93627;0;37.36921;0;0;0;0;0;0;0;0;0;0
Nostoc flagelliforme;13.63038;92.15174;0;0;0;5.71608;0;0;0;21.88902;0;17.13356;22.57591;0;0;23.46316;0;0;0;0;16.94197;79.45967;16.27406;34.22173;15.199;11.91895;12.53519;15.20849;17.00655;23.9877;13.00821;26.21232;0;0;12.14403;0;0;0;0;0;0;0;0;0;0;0;0
Nostoc punctiforme;24.1548;31.20125;50.78075;0;0;22.06275;0;0;17.99047;0;0;0;0;40.87472;0;0;0;0;0;0;51.62623;80.71025;18.89154;19.4658;20.58415;12.10654;29.38267;15.75985;20.56078;26.91306;17.34906;26.62761;0;16.07588;0;27.5141;0;0;0;0;0;0;71.89073;0;23.00437;0;0
Nostoc sp;22.69109;40.05608;0;0;42.35493;13.41722;0;0;0;0;0;0;0;0;0;0;0;36.1991;32.04615;0;22.09456;155.44041;19.70623;14.28061;8.49437;7.77152;12.57419;12.8211;17.27089;23.7164;11.80059;34.18219;0;0;15.83657;0;0;0;0;0;18.62371;0;0;0;0;0;0
Nostocales cyanobacterium;25.9656;32.73858;0;0;0;8.52972;0;0;28.31792;0;0;0;24.06449;0;0;0;35.54924;59.18035;26.19172;26.57101;90.29345;84.69193;22.30221;20.42692;18.90038;25.40812;24.66649;17.19291;23.26027;33.42224;24.23398;0;0;0;0;0;102.00179;0;0;0;0;68.56359;0;0;0;0;24.71271
Novibacillus thermophilus;13.36702;70.79646;0;0;0;10.53852;0;60.47777;40.81633;50.44136;0;0;0;0;0;54.06867;76.86395;0;0;57.45475;78.09449;91.57509;2.67892;37.85608;17.51372;6.86719;22.22173;12.03715;20.8105;20.95648;17.72648;0;0;36.47638;41.98153;62.42197;55.14199;0;64.97726;19.82554;16.4582;0;163.13214;0;104.38413;0;0
Novosphingobium aromaticivorans;4.76729;144.24811;0;0;0;10.73869;0;0;0;51.40067;0;0;0;0;0;0;0;0;0;0;39.78516;279.85075;21.83853;19.28764;3.39931;13.99482;9.05756;4.32908;20.14544;11.04541;8.50028;0;0;37.16781;0;0;0;0;0;0;0;151.0574;0;0;0;0;0
Novosphingobium pentaromativorans;6.09522;0;0;0;0;9.61088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.6062;167.01461;9.77254;5.75407;7.60578;0;0;3.87445;8.06596;9.55595;8.08307;0;0;0;0;0;0;0;0;0;0;135.13514;0;0;0;0;0
Novosphingobium resinovorum;10.27155;204.01224;0;0;0;2.53065;0;0;0;0;19.7961;0;0;0;0;0;0;0;0;0;37.50234;263.85224;12.86604;0;8.0107;13.19174;12.80683;4.76085;8.32882;6.24705;9.01422;0;0;70.06481;26.88172;0;0;0;0;0;0;0;0;0;0;0;0
Novosphingobium sp;2.48048;65.68144;0;0;0;2.44451;0;0;0;0;0;0;48.2742;0;0;50.17561;0;0;0;0;72.45064;0;0;5.85412;3.09521;0;0;2.62789;9.01076;4.02294;4.83744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Obesumbacterium proteus;6.77566;0;0;0;0;4.76958;0;0;0;0;0;0;0;67.15917;0;0;0;0;0;0;28.27255;132.58204;14.54926;18.27527;10.87055;19.8906;12.87333;9.48565;14.94406;17.53013;9.81606;0;0;0;0;0;39.92813;0;0;0;23.83506;0;0;0;0;0;0
Oblitimonas alkaliphila;19.45109;0;0;0;0;9.5846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.81818;0;17.54215;36.7242;9.70874;0;25.86904;21.12226;12.61779;30.49518;23.51888;0;0;0;0;0;0;0;0;57.7034;0;0;0;0;0;92.89364;0
Oceanicoccus sagamiensis;20.61062;57.43825;0;0;0;10.69039;0;49.07975;33.12355;0;16.7252;0;0;0;0;0;0;51.92108;0;0;95.05703;297.17682;21.74031;10.24066;18.95055;33.43736;25.24706;16.08932;23.22148;26.09665;18.61658;0;0;29.59893;22.71179;0;0;0;0;64.35006;0;0;0;0;0;0;0
