Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72
Brucella microti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brucella ovis;0;0;0;0;0;4.52868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.60479;0;0;0;0;1.21709;0.59618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brucella pinnipedialis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brucella sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brucella suis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buchnera aphidicola;60.50293;0;0;0;0;14.90646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.69516;18.87416;0;25.14458;24.03654;35.32251;53.15126;32.4479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia ambifaria;2.81752;0;0;0;0;0;0;0;0;53.16321;0;0;0;0;0;0;0;0;0;0;41.15226;96.47853;8.47003;6.6496;1.75789;0;0;0;3.6554;3.04638;3.29684;0;0;0;0;0;0;0;68.49315;0;0;156.25;0;43.93673;0;0;0
Burkholderia cenocepacia;6.26755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73.23325;0;2.51222;0;3.12832;0;8.33559;1.328;4.22832;5.4213;5.37811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia cepacia;2.8012;0;0;0;0;2.76056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.80698;0;0;14.39056;4.65679;0.74191;7.08672;0.75718;1.63887;0;0;0;0;0;0;0;0;0;0;0;170.94017;0;0;0;0
Burkholderia contaminans;1.37716;36.46973;0;0;0;8.14321;0;0;0;0;0;40.68348;0;0;0;27.85515;0;0;58.34306;0;140.78842;283.01887;0;13.00094;5.15539;0;9.15793;5.10653;5.00279;7.44513;5.90866;0;0;0;0;0;0;0;0;0;0;76.33588;0;0;53.7779;0;55.05092
Burkholderia diffusa;4.36602;77.07129;0;0;0;10.03973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.7009;5.83337;0;1.81602;0;0;3.4691;2.83219;1.57355;1.13528;0;0;0;0;0;0;0;0;0;0;0;177.61989;0;0;0;0
Burkholderia dolosa;8.54433;75.41478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207.98669;0;2.854;0;8.88486;0;0;2.26302;4.0646;2.69453;2.7772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia gladioli;8.79309;116.41444;0;0;0;7.5824;0;24.86944;0;0;0;0;0;0;0;0;0;52.60389;0;0;32.10788;0;4.40567;15.5642;8.91504;0;3.6545;7.56899;7.55782;13.66684;4.28709;0;0;0;0;51.3347;90.68238;0;0;0;0;121.8769;134.13816;0;21.45923;0;0
Burkholderia glumae;3.72546;131.53568;0;0;0;14.68573;0;0;0;0;0;36.68379;0;0;0;0;0;0;0;0;0;85.07018;2.48877;0;5.42354;12.75917;10.32226;13.15616;10.95558;10.07019;3.87488;0;0;0;0;0;0;0;0;36.83241;0;0;0;0;0;0;0
Burkholderia lata;0;0;0;0;0;5.17672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.35827;89.96851;5.26371;0;4.09668;26.98509;4.36634;2.08688;2.38524;4.25965;0.51221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.24672
Burkholderia latens;2.9121;154.202;0;0;0;0;0;0;44.46421;0;0;0;0;0;0;0;0;0;0;0;42.53509;199.50125;0;0;1.81691;0;0;3.08516;5.47826;4.72296;2.83959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.10361
Burkholderia mallei;0;0;0;0;0;2.72402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.52337;1.72455;0;0;1.46418;1.43443;0;0;0;0;37.7145;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia metallica;4.09196;72.22824;0;0;0;2.68842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.68127;0;8.20087;6.43811;1.70203;0;0;2.89009;6.54757;4.79303;2.12804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia multivorans;4.22036;0;0;0;0;2.77277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.18615;96.33911;19.73582;6.64011;3.51087;0;4.67738;0.74519;2.00765;3.0421;1.64611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia oklahomensis;13.88696;122.58658;0;0;0;1.14047;0;0;17.66784;0;0;0;0;0;0;0;0;0;0;0;50.70137;0;13.91562;10.92478;3.61011;0;3.84771;4.59756;7.50694;6.25622;4.9651;0;0;0;0;0;47.7327;0;0;0;0;192.43105;0;0;0;0;0
Burkholderia plantarii;2.33019;61.70935;0;0;0;16.07477;0;0;0;0;0;0;0;0;0;47.13646;0;0;0;0;68.06194;0;2.335;0;5.81535;0;0;6.17166;11.03447;10.39278;4.54434;0;0;0;0;0;48.05382;0;0;0;0;64.59948;71.07321;0;0;0;0
Burkholderia pseudomallei;0;31.52585;0;0;0;2.3467;0;0;0;0;0;0;0;0;105.82011;0;0;0;0;0;34.77656;0;4.7723;5.61987;1.48567;0;3.95867;1.26136;3.08935;2.57463;1.85754;0;0;0;0;0;0;0;0;35.31697;0;0;0;0;0;0;0
Burkholderia pseudomultivorans;4.00102;52.9661;0;0;0;9.85756;0;0;15.27184;0;0;0;38.93323;34.69813;0;0;0;0;0;0;87.65522;68.51662;0;9.44265;3.12038;10.27749;6.65148;3.44403;6.22904;0.54075;5.26691;45.20796;0;0;0;0;0;47.59638;0;0;24.63054;0;0;0;0;0;19.992
Burkholderia pyrrocinia;2.70706;71.68459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.5335;0;2.71264;6.38876;0;0;0;6.45284;1.93164;0.73173;4.75137;0;0;0;0;0;0;0;0;0;0;150.03751;0;0;0;0;0
Burkholderia rhizoxinica;10.56403;93.24009;0;0;0;6.94059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.4271;0;3.52864;0;6.59102;18.08973;0;12.12443;17.58878;13.32578;13.04788;0;0;48.04228;0;0;0;0;0;104.43864;43.35573;0;0;109.82976;0;0;0
Burkholderia seminalis;2.76794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.63383;0;80.85709;94.78673;0;6.53253;1.72697;0;4.60162;1.09966;2.87286;0.74819;2.15922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia sp;10.33941;73.01935;0;0;0;2.71721;0;0;0;0;0;0;53.66246;0;0;0;0;0;0;0;120.79726;0;13.81444;0;0;0;9.16737;6.57232;10.19479;20.49532;3.49509;0;0;75.23039;0;0;0;0;0;0;33.94433;152.9052;0;0;0;0;0
Burkholderia stabilis;2.49669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85.50663;12.50923;0;1.55772;0;4.15058;1.98379;2.26741;10.12306;2.19107;56.41749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia stagnalis;2.61972;0;0;0;0;1.29087;0;0;0;0;10.09795;0;0;0;0;0;0;0;0;0;114.7886;179.45267;5.25024;12.36552;0.81724;13.45804;4.35512;1.3877;3.39877;6.37315;1.02179;0;0;0;0;0;0;0;0;0;0;145.24328;0;0;0;0;0
Burkholderia territorii;1.41805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124.27506;97.13453;0;0;0;0;4.71487;4.88254;1.65578;1.53324;2.76549;0;0;0;0;0;0;0;0;0;0;0;0;0;27.68549;0;0
Burkholderia thailandensis;5.73095;67.45363;0;68.25939;0;15.061;0;0;0;0;0;0;0;0;0;51.51984;0;0;0;0;74.40476;0;7.65707;0;3.17834;13.08558;4.23442;4.04768;5.45249;9.98317;1.98693;0;0;69.50478;0;0;0;0;0;0;0;141.24294;77.70008;0;0;60.80876;0
Burkholderia ubonensis;6.83976;217.31257;0;0;0;2.69625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.92008;0;5.48313;0;1.70697;0;4.54835;1.44924;4.08194;4.06743;6.1359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkholderia vietnamiensis;14.60872;140.64698;0;0;0;7.85289;38.59514;0;0;0;0;0;0;0;0;0;0;0;0;0;38.78976;0;10.64651;0;14.91486;27.29071;4.41569;9.84892;6.03053;10.41057;3.108;0;0;0;0;0;0;0;0;39.39334;0;0;162.07455;0;0;0;0
Burkholderiales bacterium;6.66257;156.80125;0;0;0;4.37733;0;0;0;0;0;0;57.62028;0;0;0;0;0;0;0;43.24324;0;5.93454;6.98861;5.54252;0;14.76814;2.74498;9.41227;16.00839;2.30994;0;0;40.39588;0;0;0;0;0;43.91744;0;164.20361;180.66847;0;0;0;0
Butyrivibrio hungatei;58.6379;0;0;0;0;69.95347;0;0;0;58.24112;0;0;0;0;0;0;0;0;0;0;45.0755;317.12474;52.5738;54.6269;61.61726;71.34929;71.82987;65.80077;66.4662;57.14429;65.30322;69.73501;0;0;0;0;127.30745;0;0;0;37.99392;0;0;0;0;0;0
Butyrivibrio proteoclasticus;53.2227;144.5609;0;0;0;57.83068;39.65107;0;83.3507;0;0;0;53.12085;0;0;0;0;0;0;0;0;186.91589;53.3326;54.75217;51.93832;56.08525;58.98634;35.0602;57.54168;47.58585;66.53519;0;0;0;28.57143;0;0;32.46753;0;40.47764;33.60215;0;0;85.14261;0;0;0
Caldicellulosiruptor bescii;8.30758;0;0;0;0;9.82463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.65978;0;6.21987;17.07213;11.04881;5.28078;10.34704;8.98243;16.52555;0;0;0;0;0;0;39.52569;0;0;0;184.16206;0;0;0;0;0
Caldicellulosiruptor hydrothermalis;5.2527;0;0;0;0;13.80405;0;0;0;0;0;51.71968;0;0;0;0;0;0;0;0;0;0;10.52705;0;17.4787;35.98093;17.46471;9.27476;15.44679;30.28998;10.24384;0;0;0;0;0;0;0;0;51.93456;0;0;0;0;0;0;0
Caldicellulosiruptor kristjanssonii;8.70489;0;0;0;0;6.86295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.48912;16.4352;7.60357;17.88749;0;6.91665;11.06767;16.0003;7.46955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Caldicellulosiruptor kronotskyensis;7.6765;0;73.52941;0;0;3.36231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.65122;0;13.67521;0;17.02925;0;5.67183;9.03632;21.91056;18.44457;7.98438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Caldicellulosiruptor lactoaceticus;1.81365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.56054;2.26313;0;0;4.80358;1.8824;1.96098;7.42769;0;0;0;0;84.70987;0;0;0;0;0;0;0;0;0;0;0
Caldicellulosiruptor obsidiansis;17.24121;0;0;0;0;11.32738;0;86.69267;0;0;0;0;74.57122;0;0;0;110.13216;0;0;0;0;0;3.83929;9.04241;11.95229;19.6831;19.10828;19.28053;10.93567;40.39023;5.97758;86.58009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Caldicellulosiruptor owensensis;17.97537;0;0;0;0;15.74648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116.68611;136.79891;4.0028;0;14.95346;20.52124;9.96115;21.68865;13.73349;11.87725;7.79016;0;0;0;0;93.28358;0;0;0;0;0;0;0;0;0;0;0
Caldicellulosiruptor saccharolyticus;36.74789;0;70.39775;0;0;25.75287;0;0;0;0;0;48.23927;63.57279;0;0;0;0;0;0;0;47.70992;0;13.09286;0;18.34208;50.34402;27.15178;28.11735;24.15592;57.83333;27.39229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Caldilinea aerophila;16.97249;199.75031;0;0;0;6.50473;0;42.67122;0;0;0;0;0;0;0;0;0;0;0;0;165.26649;64.57862;173.85553;8.90135;5.88301;0;28.21582;14.48479;14.67985;27.27178;17.28542;0;0;51.46018;0;0;0;0;0;0;0;104.54783;115.0748;0;0;45.02476;0
Caldimicrobium thiodismutans;21.38323;0;0;143.26648;0;15.80486;0;120.91898;0;0;0;0;104.05827;0;0;0;0;0;0;229.75302;0;183.15018;10.71381;0;26.68268;0;8.88731;26.19358;31.90346;23.12005;16.68057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Caldisericum exile;18.68111;0;0;0;0;24.54665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.23986;14.69616;38.85155;0;51.75983;23.08974;39.18242;45.44651;23.07351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Calditerrivibrio nitroreducens;35.97082;0;0;120.48193;0;17.7246;0;0;68.65774;0;0;0;0;0;0;0;0;0;0;0;0;0;36.04497;10.61177;22.4426;23.10002;22.42488;27.39041;26.5423;41.32332;17.53755;0;0;0;0;0;0;0;109.28962;0;55.35566;0;0;0;0;0;0
Caldithrix abyssi;14.61625;51.59959;0;0;0;9.60292;56.62514;44.09171;0;0;0;0;0;0;0;0;56.02241;0;0;0;0;66.7334;15.62286;18.39757;15.80682;10.01201;19.43918;10.83941;16.56092;26.60254;11.02182;0;0;0;20.40192;0;0;0;47.37091;0;23.99232;0;0;60.79027;0;0;38.94839
Calothrix sp;18.99519;109.72933;0;0;38.68472;12.25298;0;0;0;0;0;0;0;0;0;0;0;0;29.26544;0;20.17553;0;14.53539;32.60356;13.79073;7.09698;21.81801;19.75815;24.64405;70.01637;23.03496;0;0;0;0;0;28.49003;16.4325;0;61.46281;0;0;0;86.16975;0;0;0
Campylobacter avium;25.11196;0;0;0;0;16.49847;0;0;0;0;0;82.40626;0;0;0;0;0;133.51135;118.20331;0;0;0;27.9603;13.17003;31.33541;0;18.5546;25.86538;22.44393;47.51561;30.47238;0;0;76.13247;0;0;0;0;0;0;0;0;0;0;0;133.2445;0
Campylobacter coli;40.5903;0;0;0;0;17.14384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.81058;41.05652;54.26721;89.3655;28.91984;23.80495;44.76192;52.50825;31.66364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter concisus;1664.34195;125.23482;0;0;66.18134;7623.30794;0;0;0;0;0;69.8324;0;0;0;0;0;0;0;203.25203;207.18232;0;1073.15455;758.80154;7698.09428;1967.45203;542.36755;2493.3315;1855.93571;97.77232;3159.57878;0;0;0;0;0;0;0;0;0;0;0;0;147.49263;0;0;0
Campylobacter cuniculorum;33.91534;133.0672;216.56741;0;140.64698;14.85479;0;0;76.71653;0;0;0;0;0;0;0;0;0;0;0;0;0;5.03487;71.14906;20.37649;0;20.88206;39.92308;27.37851;13.58151;22.04726;0;0;68.5401;0;0;0;0;0;0;0;0;0;156.73981;0;0;0
Campylobacter curvus;19.68746;0;106.04454;0;0;55.78056;0;0;0;0;0;0;0;170.79419;0;0;0;0;0;0;143.78145;168.492;32.0584;145.19689;35.31453;25.28445;57.27611;56.70634;49.16876;22.61706;51.35293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter fetus;35.5575;0;0;0;0;26.95563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.96341;90.37506;10.23926;0;0;15.21309;29.09845;26.61619;19.73649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter gracilis;53.15417;0;0;0;0;220.01048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186.3354;0;46.87234;190.6769;75.61286;152.9219;88.36733;116.00471;58.75505;31.03484;59.70917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter helveticus;19.30848;0;0;0;0;21.74681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80.58018;188.85741;5.52807;13.01999;25.81445;28.34065;55.0282;24.10871;35.07064;84.25291;20.44154;0;0;0;0;0;0;0;0;0;67.91171;0;0;0;107.70059;131.75231;0
Campylobacter hepaticus;31.90149;0;0;0;0;31.43863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.36072;7.52899;13.93284;0;58.33687;38.02217;21.10814;53.46395;14.9315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter hominis;28.34829;150.15015;0;0;0;19.55635;0;0;86.58009;0;0;0;0;196.65683;0;0;0;0;0;0;0;0;34.088;13.38061;22.99298;29.12904;42.41482;23.27554;51.1223;41.37899;36.48808;0;0;0;0;0;0;0;0;0;0;0;346.02076;0;0;0;0
Campylobacter hyointestinalis;30.43424;0;0;0;154.91867;27.26653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.08986;39.17728;13.80977;28.42928;64.39446;34.44132;27.99833;77.77853;28.05776;0;0;0;0;0;0;0;0;0;0;0;0;0;108.0497;0;0
Campylobacter iguaniorum;40.31561;0;0;0;0;34.05511;0;130.29316;0;0;0;0;0;199.8002;0;0;0;0;0;0;0;197.23866;25.97103;13.5925;25.15362;0;28.72463;28.22036;31.3831;42.81222;30.88812;0;0;0;60.29545;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter insulaenigrae;33.11203;0;0;0;0;32.63175;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;39.81684;46.88965;22.72493;0;66.05747;32.44874;45.53656;23.27101;27.12162;0;0;0;69.32409;0;0;78.77117;161.0306;0;122.29923;0;0;0;0;0;0
Campylobacter jejuni;32.50879;156.49452;0;0;0;17.47488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172.63703;0;5.92294;27.89984;18.43896;0;49.13039;25.04794;34.12472;25.56339;24.20693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter lanienae;12.16934;0;0;0;0;44.97347;176.83466;137.64625;0;0;0;89.84726;0;0;0;0;0;0;0;0;88.8494;0;30.48595;43.08178;37.96363;62.51954;20.23063;39.48333;34.33957;26.31579;35.0057;0;0;83.022;0;0;0;0;0;0;0;0;0;189.75332;0;0;0
Campylobacter lari;28.6214;168.35017;0;0;0;12.53604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92.89364;0;19.12046;15.01051;3.96825;0;0;27.79533;17.32859;18.91155;13.64426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter peloridis;28.34668;150.15015;0;0;0;53.07856;0;0;0;0;0;0;110.3144;0;0;0;0;0;0;0;0;0;25.56455;40.13915;31.83474;0;28.27521;18.76961;33.09894;52.10369;22.11276;0;0;0;0;0;0;0;137.83598;0;0;0;0;0;0;0;0
Campylobacter pinnipediorum;34.01638;0;0;0;0;61.68204;0;0;0;0;0;0;211.86441;0;0;0;0;0;0;0;0;0;10.9078;51.38086;33.95759;0;45.24068;46.84921;40.95467;49.28427;28.65831;0;0;0;0;127.0648;0;0;0;0;0;0;0;0;0;0;0
Campylobacter sp;28.03171;0;0;0;0;6.13892;0;140.94433;0;235.15579;0;0;0;0;0;0;0;0;0;0;0;0;12.48439;14.70156;19.43295;0;41.42288;37.12228;21.41674;43.77952;18.82999;0;0;0;0;0;0;0;0;0;0;0;0;0;121.6545;0;249.066
Campylobacter sputorum;30.36661;0;118.9768;147.92899;154.55951;43.52912;0;0;84.2815;0;42.56225;0;0;0;0;111.66946;0;0;0;0;161.29032;0;58.09289;84.69607;15.50147;28.36477;36.71409;45.33224;36.53177;43.28003;46.30003;0;0;0;57.80347;0;0;65.68144;0;0;0;0;0;172.26529;0;0;110.37528
Campylobacter subantarcticus;27.21496;0;0;0;0;18.77431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186.39329;16.3626;25.69208;18.67794;0;54.29127;11.53294;22.95044;41.9315;16.98397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campylobacter ureolyticus;39.88772;0;0;0;0;75.70684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.31852;0;14.80385;55.78412;27.65181;30.35823;29.471;53.99653;45.23291;31.94633;26.50579;0;0;0;0;0;0;0;0;0;0;0;0;0;115.34025;0;0
Campylobacter volucris;25.56687;0;0;0;0;25.19606;0;0;0;0;0;0;0;0;0;258.56496;0;0;135.40961;0;186.74136;0;0;0;53.83634;0;21.25173;12.6968;35.24339;32.8271;27.42356;0;0;0;0;0;0;0;0;189.57346;0;0;0;0;0;0;0
Candidatus Accumulibacter;9.59012;101.5744;0;0;0;14.17662;0;0;0;0;0;0;0;0;0;38.79728;0;0;0;0;112.04482;262.72578;7.68795;15.8432;4.78675;9.85367;3.18862;18.28808;21.27591;20.47895;8.60323;0;0;0;0;0;0;0;0;0;0;106.32642;0;0;0;0;0
Candidatus Amoebophilus;23.1699;0;0;0;0;15.22263;0;116.48224;0;0;0;0;100.2004;0;0;0;0;0;0;0;0;0;49.01581;12.15141;38.54926;0;25.67944;10.90974;30.39432;36.88214;22.09101;0;0;0;53.89383;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Arthromitus;28.44822;0;0;0;167.64459;29.51158;0;0;91.44947;0;0;0;116.55012;0;0;0;0;143.36918;0;128.70013;0;0;39.00975;7.06714;42.97218;0;39.82675;34.89765;37.29662;48.56687;45.5517;0;0;81.69935;62.69592;0;0;0;0;0;0;0;0;0;116.95906;0;0
Candidatus Atelocyanobacterium;40.31987;177.93594;0;180.018;188.14675;36.42384;0;0;0;0;0;99.25558;0;0;0;0;0;0;0;0;0;0;10.10067;0;20.96348;0;11.17194;17.79834;17.43679;32.69636;15.72636;0;0;0;0;156.86275;0;0;0;0;82.74721;0;0;0;0;0;0
Candidatus Azobacteroides;87.07957;230.68051;0;0;0;72.94259;0;0;0;164.33854;0;0;0;0;386.8472;0;0;0;0;0;0;0;95.98604;154.1307;54.33011;44.73272;79.61783;76.10877;95.46351;63.55259;91.70339;0;0;237.67083;0;0;0;0;0;129.11556;107.18114;0;0;0;0;0;0
Candidatus Babela;32.53161;0;0;0;0;42.746;0;0;0;0;0;0;0;0;0;0;249.37656;0;0;0;0;0;26.07902;20.47292;37.88699;44.56328;43.26507;20.67872;26.44892;23.44913;33.83608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Baumannia;0;338.40948;0;0;0;37.77148;0;0;0;0;98.47366;0;0;0;0;258.39793;0;0;0;274.72527;0;437.63676;25.60492;0;27.89845;65.63833;0;37.22189;12.43142;41.44076;19.93248;0;0;0;0;0;0;0;0;189.39394;0;0;0;0;0;0;255.42784
Candidatus Beckwithbacteria;34.65484;0;0;0;0;18.21494;268.45638;0;0;0;0;0;0;0;0;0;0;0;0;0;134.95277;0;0;0;17.29755;0;0;14.68573;14.98693;24.98002;12.61568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Blochmannia;42.89479;0;0;0;0;48.3121;0;0;0;0;0;0;0;0;0;0;0;293.25513;0;0;0;0;61.4062;0;15.29344;0;40.7498;27.59113;55.65184;23.18994;27.48665;0;0;0;0;0;0;0;0;181.81818;0;0;0;0;0;0;0
Candidatus Caedibacter;23.9413;0;0;150.9434;0;16.65464;0;0;0;0;0;0;109.64912;0;0;0;0;0;0;0;82.27067;0;14.11233;13.29522;31.63167;86.81812;28.09515;28.34784;24.11787;41.11279;22.52116;0;0;0;58.97965;0;116.2115;0;136.89254;0;0;0;0;0;0;268.99798;112.61261
Candidatus Campbellbacteria;45.11908;682.59386;0;0;0;12.70406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188.32392;0;38.75468;30.42288;28.15089;0;64.2949;20.48621;30.94111;52.26936;26.3975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Carsonella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.91469;0;0;32.19057;27.59382;0;23.7023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Cloacamonas;23.7504;114.35106;0;0;0;12.76704;0;0;0;0;0;0;0;0;0;87.33624;0;0;0;0;0;295.85799;8.65445;30.57481;13.4711;44.37049;21.53703;25.16184;21.84947;65.36634;25.26443;0;0;58.91016;0;0;0;0;0;0;0;0;263.50461;0;0;103.09278;0
Candidatus Desulforudis;4.12959;0;0;110.68069;0;10.17418;119.976;0;0;0;0;0;0;0;0;0;0;0;0;0;60.31363;0;4.13813;24.36528;15.45914;0;6.8653;6.01563;11.78683;13.39502;10.4696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Desulfovibrio;8.60097;0;0;0;0;6.78104;0;0;105.04202;0;0;0;0;0;0;0;0;0;0;0;100.50251;471.14252;13.79025;16.23904;17.17217;0;28.59757;18.2244;13.39059;28.8289;15.43189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137.55158
Candidatus Endolissoclinum;9.8256;173.46054;0;0;0;25.82144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.25533;15.45953;12.26066;0;10.88969;27.7585;18.27144;28.32987;21.71677;0;0;89.3655;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Endomicrobium;17.41061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.89336;71.9055;0;0;14.47178;21.90378;21.45886;18.82486;19.52379;0;0;0;0;0;0;0;0;0;0;0;0;0;169.92353;0;0
Candidatus Evansia;13.56944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.03075;16.93337;0;0;17.9701;24.64745;44.0157;37.04978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Filomicrobium;12.21979;0;0;0;0;14.45122;0;0;0;0;0;0;0;0;0;0;0;0;0;52.52101;0;0;7.347;34.60707;9.91133;12.55572;4.06298;3.88378;17.59762;11.2305;14.77524;0;0;0;0;0;0;0;0;0;0;135.50136;0;0;0;0;0
Candidatus Fonsibacter;60.62887;0;0;0;0;24.72392;0;0;0;157.8532;0;0;0;0;0;0;0;0;0;0;0;286.53295;33.51908;0;60.00209;0;27.80481;40.97589;62.9272;49.73044;20.38603;0;0;0;0;0;0;0;0;0;0;0;510.20408;260.75619;0;0;0
