Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049153_FP56;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049163_S56;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72;SRR7049258_MP75
Shinella sp;14;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;8;4;3;12;4;10;19;71;47;24;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
Siansivirga zeaxanthinifaciens;38;2;0;0;0;23;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;8;2;26;18;2;42;2;13;76;225;109;158;0;0;2;0;0;0;0;2;0;2;0;0;2;0;0;0;0
Sideroxydans lithotrophicus;26;0;0;0;0;11;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;4;6;14;6;2;16;0;5;34;116;77;20;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Simiduia agarivorans;23;0;0;0;0;12;0;4;0;0;2;0;2;0;0;0;0;0;0;0;0;2;2;4;8;2;18;4;6;45;113;102;70;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Simkania negevensis;27;4;0;0;0;10;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;6;2;16;4;0;10;2;8;24;99;30;50;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2
Singulisphaera acidiphila;49;14;0;0;0;8;0;2;0;0;2;4;0;4;0;0;2;0;2;0;0;10;2;22;8;2;14;2;12;38;201;124;70;0;0;0;0;0;0;0;0;0;0;4;2;0;0;2;2;0
Sinorhizobium fredii;10;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;9;6;0;8;2;0;10;54;41;32;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0
Sinorhizobium medicae;24;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;4;4;2;6;2;3;11;83;18;12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Sinorhizobium meliloti;14;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;8;2;4;34;40;32;18;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Slackia heliotrinireducens;45;2;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;46;9;3;28;4;20;104;338;65;134;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Sneathia amnii;45;2;2;0;0;33;2;2;0;0;0;4;0;0;0;0;0;0;0;0;0;2;2;11;8;6;22;16;21;54;187;56;103;0;0;2;0;0;0;0;0;2;0;0;2;0;0;2;0;0
Snodgrassella alvi;25;2;2;0;0;28;2;0;2;2;4;0;0;0;0;0;0;0;0;2;0;4;2;11;14;7;59;0;7;103;399;595;47;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Sodalis glossinidius;18;0;0;0;0;12;2;2;0;2;2;0;0;0;0;0;0;0;0;4;0;2;4;28;4;2;8;0;0;14;92;44;57;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Sodalis praecaptivus;15;0;0;0;0;8;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;4;4;18;6;6;16;0;6;28;82;56;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Solibacillus silvestris;66;0;0;2;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;27;12;2;29;0;14;87;253;160;118;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
Solibacillus sp;103;4;0;0;0;25;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2;18;28;0;41;6;25;84;191;116;95;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0
Solitalea canadensis;81;6;0;0;0;22;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;2;23;30;0;48;8;13;98;350;179;142;0;0;2;0;0;0;2;0;0;2;0;0;0;2;0;0;4
Sorangium cellulosum;24;16;0;0;0;19;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;22;2;42;8;8;20;2;4;45;233;137;67;0;2;2;2;2;0;0;0;2;0;4;2;0;0;0;0;0
Sphaerobacter thermophilus;4;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;10;0;0;4;2;6;14;65;30;41;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sphaerochaeta coccoides;17;2;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;6;4;40;0;4;15;81;34;80;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Sphaerochaeta globosa;45;0;0;0;0;8;0;0;4;0;2;0;0;0;0;0;0;0;0;0;2;2;4;17;8;0;19;1;2;48;144;72;105;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0
Sphaerochaeta pleomorpha;38;4;0;0;0;20;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;4;0;10;10;0;35;2;18;61;180;159;112;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0
Sphingobacteriaceae bacterium;88;6;0;0;2;25;2;2;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;18;16;8;50;6;22;161;281;138;185;2;0;0;0;0;0;2;0;0;2;0;0;2;2;0;0;2
Sphingobacterium sp;87;2;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;42;18;0;46;10;16;127;404;194;157;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Sphingobium baderi;18;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;24;2;2;8;2;2;28;98;38;34;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Sphingobium chlorophenolicum;11;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;2;4;14;0;0;15;29;20;35;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Sphingobium cloacae;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;14;0;0;4;0;4;22;42;32;27;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
Sphingobium herbicidovorans;8;6;0;0;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;18;0;8;0;0;4;0;2;16;68;26;18;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sphingobium indicum;0;2;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;7;2;2;0;0;0;6;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sphingobium japonicum;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;0;6;0;2;18;32;10;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sphingobium sp;11;8;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;14;4;0;8;0;0;17;95;78;62;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sphingobium yanoikuyae;10;4;2;2;0;11;0;0;4;0;1;2;2;0;2;2;2;2;0;0;0;18;4;7;4;3;18;6;14;40;64;79;42;0;0;0;4;4;0;2;2;4;2;6;0;0;2;0;0;2
Sphingomonas hengshuiensis;20;6;0;0;0;7;0;0;2;0;0;4;2;0;0;2;0;0;0;0;0;10;10;4;6;0;4;2;2;13;82;34;50;0;0;4;2;0;2;0;0;2;0;10;2;0;0;0;0;0
Sphingomonas koreensis;14;4;0;0;0;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;12;2;1;5;2;4;20;79;40;26;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Sphingomonas melonis;6;26;0;0;0;4;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;30;28;10;2;0;7;4;7;14;94;46;24;0;2;1;0;0;0;0;0;0;2;6;4;0;0;0;0;0
Sphingomonas panacis;16;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;7;4;0;6;0;4;24;86;36;43;0;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
Sphingomonas sanxanigenens;10;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;8;9;8;2;4;12;4;4;9;98;29;42;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Sphingomonas sp;12;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;2;2;2;12;0;8;20;72;34;22;0;0;2;0;0;0;0;0;0;2;1;2;0;0;0;0;0
Sphingomonas taxi;8;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4;2;4;2;2;0;4;13;40;20;54;2;0;2;0;0;0;0;0;0;0;0;2;0;2;0;0;0
Sphingomonas wittichii;14;10;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;6;0;2;12;2;0;12;91;38;35;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2
Sphingopyxis alaskensis;4;4;0;0;0;2;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;4;2;2;4;0;4;0;4;16;33;24;18;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0
Sphingopyxis fribergensis;16;14;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;18;4;6;0;2;8;0;6;34;80;48;52;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sphingopyxis granuli;5;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;8;4;4;10;0;5;20;94;30;28;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Sphingopyxis macrogoltabida;8;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;26;6;4;0;0;8;0;2;27;48;12;46;2;0;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0
Sphingopyxis sp;13;6;0;0;0;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;14;0;6;6;4;16;0;2;23;109;84;26;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Sphingopyxis terrae;12;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;6;0;0;30;50;16;38;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Sphingorhabdus flavimaris;8;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;2;8;0;1;10;4;2;26;50;20;32;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Sphingorhabdus sp;10;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;12;4;10;2;6;43;66;48;26;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Spiribacter curvatus;10;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;4;4;5;0;0;21;25;19;16;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0
Spiribacter salinus;16;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;2;0;4;0;4;10;59;23;23;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Spirochaeta africana;22;2;0;0;0;9;0;0;0;0;6;0;0;0;0;0;0;0;2;2;0;4;0;4;6;0;16;0;6;20;85;54;74;2;0;6;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Spirochaeta thermophila;14;2;0;0;0;4;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;2;0;8;0;6;20;98;38;28;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0
Spiroplasma apis;8;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;4;8;0;6;0;6;27;34;62;34;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma cantharicola;9;2;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;6;0;4;36;65;36;22;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Spiroplasma chrysopicola;15;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;12;2;5;47;48;22;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Spiroplasma citri;14;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;6;2;4;22;53;36;18;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0
Spiroplasma clarkii;28;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;6;2;0;9;2;8;39;120;60;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma corruscae;12;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;8;2;8;30;93;66;33;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Spiroplasma culicicola;12;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;4;0;4;20;79;26;48;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma diminutum;24;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;14;0;0;14;79;29;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma eriocheiris;16;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;14;1;4;8;34;20;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma floricola;13;0;0;0;0;13;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;6;0;2;4;2;0;16;32;36;38;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
Spiroplasma helicoides;28;0;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;3;12;0;6;28;137;22;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma kunkelii;14;0;0;2;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;4;2;10;30;56;21;16;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Spiroplasma litorale;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;4;2;4;26;84;40;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma monobiae;18;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;7;0;6;27;26;14;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma sabaudiense;20;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;10;2;8;28;56;56;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma sp;16;0;0;0;0;12;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;4;10;0;12;0;2;12;56;10;56;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Spiroplasma syrphidicola;27;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;4;0;4;0;2;24;49;10;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma taiwanense;10;2;0;0;0;12;0;0;0;2;2;0;0;0;0;2;2;2;0;0;0;2;0;2;0;2;8;0;5;40;74;12;27;0;0;0;0;2;4;0;0;0;2;0;2;2;0;0;0;0
Spiroplasma turonicum;19;2;0;0;0;17;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;10;6;0;17;4;2;34;85;110;53;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Spirosoma aerolatum;64;8;0;0;0;11;0;0;0;2;2;0;0;0;2;0;0;0;2;0;0;6;2;52;12;6;54;2;33;87;247;147;138;0;0;2;0;4;0;0;0;2;0;0;0;0;0;0;0;0
Spirosoma linguale;53;10;0;0;0;36;0;0;2;0;0;2;0;0;2;0;0;0;8;6;0;10;0;36;10;6;34;0;18;86;234;137;180;0;0;8;0;0;0;0;4;0;2;0;0;0;0;0;0;2
Spirosoma montaniterrae;64;4;0;0;0;12;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8;2;18;6;8;29;4;22;56;246;98;109;2;0;2;2;0;0;0;0;4;4;0;0;0;0;2;0;2
Spirosoma radiotolerans;35;6;0;0;0;26;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;8;2;28;12;2;49;10;20;108;262;112;146;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;2;0
Spirosoma rigui;51;0;0;0;0;18;0;0;0;0;2;2;2;0;0;0;2;0;0;0;0;12;4;18;14;10;19;2;4;86;250;102;99;0;0;0;2;0;2;0;0;0;2;2;0;0;2;0;2;0
Spirosoma sp;56;6;2;2;0;16;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;8;3;40;7;4;44;4;31;158;308;167;141;2;0;4;0;0;0;3;0;2;0;2;2;0;2;0;0;4
Spongiibacter sp;27;0;0;0;0;4;0;0;0;2;0;0;0;0;2;0;0;0;2;0;0;2;4;8;12;0;24;0;4;42;144;113;68;0;0;2;0;2;0;0;0;2;2;0;2;2;4;0;0;2
Sporosarcina psychrophila;58;4;0;0;0;23;0;0;0;2;0;4;0;0;0;0;0;2;0;0;0;4;2;33;9;2;23;6;20;142;182;111;120;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Sporosarcina sp;71;6;0;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;22;4;4;36;1;2;41;163;114;96;0;0;4;0;2;2;0;0;0;0;0;0;2;0;0;0;0
Sporosarcina ureae;35;4;0;2;1;25;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;28;6;4;19;4;13;66;136;163;75;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
Stackebrandtia nassauensis;8;4;0;0;0;10;0;0;2;2;3;0;0;0;1;1;0;0;2;0;0;2;3;14;8;4;9;4;2;28;71;20;64;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0
Stanieria sp;62;8;0;0;0;26;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0;2;0;12;2;6;28;5;10;54;172;102;143;0;0;2;0;0;0;0;2;0;0;0;0;2;2;0;0;2
Staphylococcus agnetis;45;0;0;0;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;10;5;1;22;0;15;53;115;44;74;0;0;2;2;0;0;0;2;0;0;0;0;0;0;2;0;0
Staphylococcus argenteus;89;0;0;0;0;10;0;4;0;0;0;2;0;0;0;0;2;0;0;0;0;4;0;29;8;0;31;4;19;66;141;106;117;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Staphylococcus aureus;69;0;0;0;0;17;2;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;26;10;3;36;2;17;74;277;133;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus capitis;75;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;2;14;4;4;32;6;14;68;148;58;86;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Staphylococcus carnosus;59;2;0;0;0;13;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;12;3;0;28;6;9;59;143;171;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Staphylococcus cohnii;43;2;0;0;0;16;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;12;9;0;30;8;25;53;140;66;70;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus condimenti;73;0;2;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;8;6;15;2;23;59;133;84;62;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0
Staphylococcus epidermidis;60;6;2;2;2;33;0;4;0;0;0;2;0;0;0;4;0;0;2;0;0;28;4;20;10;6;17;26;4;60;134;60;205;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus equorum;7;0;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;2;0;6;0;3;1;0;4;7;18;8;19;0;0;2;4;0;0;0;0;4;0;0;0;2;2;0;0;2
Staphylococcus haemolyticus;56;4;0;2;0;14;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;22;5;2;17;2;17;76;167;76;69;0;0;2;4;0;0;0;0;0;0;0;0;2;0;0;0;2
Staphylococcus hominis;88;0;0;0;0;21;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;18;2;18;14;6;18;0;22;72;178;90;90;0;0;0;2;2;2;2;0;0;0;0;0;0;0;2;0;2
Staphylococcus hyicus;41;0;0;0;0;8;0;0;0;2;0;0;2;4;0;0;0;0;2;2;0;2;0;20;4;0;22;0;13;58;96;66;48;0;0;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0
Staphylococcus lugdunensis;68;0;0;0;0;14;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;18;4;4;36;2;28;69;182;67;50;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus lutrae;154;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;26;7;5;15;0;16;46;194;40;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus nepalensis;51;2;0;0;0;26;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;14;3;1;51;6;9;101;173;117;60;2;0;4;0;0;2;2;0;2;4;0;0;2;0;2;2;2
Staphylococcus pasteuri;28;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;2;4;16;0;2;21;108;33;30;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Staphylococcus pettenkoferi;84;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;6;4;25;10;4;45;0;8;65;255;97;70;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0
Staphylococcus pseudintermedius;54;0;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;18;6;2;25;5;19;78;131;97;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus saprophyticus;68;0;0;0;0;16;0;0;2;2;2;0;2;0;0;0;0;2;0;0;2;4;0;10;10;3;33;4;4;95;213;125;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Staphylococcus schleiferi;94;0;0;0;0;20;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;8;2;18;8;8;37;4;12;59;149;53;76;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0
Staphylococcus sciuri;117;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;13;12;12;32;11;20;96;236;100;100;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Staphylococcus simulans;54;0;2;0;0;18;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;2;0;14;14;4;36;0;15;66;228;99;111;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Staphylococcus sp;13;0;0;2;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;6;2;1;11;2;2;21;80;17;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus succinus;50;2;0;2;0;22;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;37;8;4;38;2;15;83;142;92;66;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2
Staphylococcus warneri;40;2;0;0;2;15;0;2;0;2;2;0;0;0;0;0;0;0;0;2;0;26;2;36;4;0;14;1;18;63;83;50;36;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Staphylococcus xylosus;84;4;4;0;0;14;0;0;2;2;0;2;0;0;0;0;2;0;0;2;2;0;2;13;7;4;23;4;7;45;141;88;95;0;0;0;0;2;4;2;2;0;4;0;0;2;0;2;0;0
Starkeya novella;24;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;18;4;0;4;0;2;16;86;52;40;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Stenotrophomonas acidaminiphila;2;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;10;2;7;6;0;6;23;24;8;18;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Stenotrophomonas maltophilia;10;4;0;0;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;6;4;1;8;0;12;24;75;37;12;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0
Stenotrophomonas sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Steroidobacter denitrificans;20;2;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;10;2;0;10;0;6;24;77;37;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stigmatella aurantiaca;42;8;0;0;0;29;2;0;2;0;0;2;0;0;0;0;4;0;0;0;0;8;8;184;18;4;26;4;14;44;190;94;83;0;0;3;0;0;0;0;0;0;0;2;0;4;0;0;0;0
Streptobacillus moniliformis;61;0;0;0;0;40;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;23;16;3;23;5;25;66;211;43;129;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2
Streptococcus agalactiae;86;253;0;7;1;2;0;2;0;9;35;0;0;0;0;0;70;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;12;7;44;6;42;7;16
Streptococcus anginosus;398;0;0;0;0;111;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;267;276;129;225;85;204;596;879;1037;4059;0;0;2;0;0;0;0;0;2;2;0;0;0;0;4;0;2
Streptococcus constellatus;579;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;296;57;86;40;121;499;1244;521;668;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
