Species;SRR7048708_S53;SRR7049045_VS.B1;SRR7049060_MP79;SRR7049061_MP78;SRR7049072_MP74;SRR7049073_S47;SRR7049084_MP45;SRR7049085_MP44;SRR7049086_MP47;SRR7049087_MP46;SRR7049088_MP41;SRR7049090_MP43;SRR7049091_MP42;SRR7049096_MP49;SRR7049097_MP48;SRR7049153_FP56;SRR7049154_FP55;SRR7049155_FP58;SRR7049156_FP57;SRR7049157_FP60;SRR7049158_FP59;SRR7049159_AS.B5;SRR7049160_AS.B4;SRR7049161_S54;SRR7049162_S55;SRR7049163_S56;SRR7049164_S57;SRR7049165_S58;SRR7049166_S59;SRR7049167_S60;SRR7049168_S61;SRR7049169_S62;SRR7049170_S63;SRR7049173_FP73;SRR7049174_FP74;SRR7049183_FP76;SRR7049184_FP75;SRR7049187_FP80;SRR7049188_FP79;SRR7049201_FP64;SRR7049202_FP63;SRR7049225_FP62;SRR7049226_FP61;SRR7049247_VS.B4;SRR7049248_VS.B3;SRR7049253_MP71;SRR7049255_MP70;SRR7049256_MP73;SRR7049257_MP72;SRR7049258_MP75
Candidatus Baumannia;0;2;0;0;0;6;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;2;4;0;4;7;2;0;22;15;24;16;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;4
Candidatus Blochmannia;14;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;10;0;0;4;0;4;17;70;14;23;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Candidatus Campbellbacteria;14;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;2;6;7;0;6;12;37;30;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Cloacamonas;22;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;4;6;0;10;4;6;44;78;112;60;0;0;2;0;0;0;0;0;0;0;0;2;0;0;2;0;0
Candidatus Endolissoclinum;6;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;6;0;2;32;43;32;34;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Candidatus Evansia;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;5;14;12;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Fonsibacter;29;0;0;0;0;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;23;0;4;37;116;44;25;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
Candidatus Gracilibacteria;20;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;18;0;7;29;265;30;31;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Hamiltonella;18;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;8;2;2;24;75;44;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Hepatoplasma;10;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;2;4;5;0;4;12;53;22;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Ishikawaella;18;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;4;2;2;16;52;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Izimaplasma;51;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;9;4;4;8;4;8;48;108;60;43;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Candidatus Kinetoplastibacterium;4;0;2;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;28;4;4;6;2;4;73;57;8;33;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0
Candidatus Koribacter;38;4;0;0;0;11;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;6;2;17;14;4;28;2;9;43;141;74;71;0;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0
Candidatus Melainabacteria;34;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;2;9;8;0;18;2;15;37;139;64;71;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0
Candidatus Midichloria;36;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;2;2;4;18;45;8;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Moranella;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;4;0;4;6;40;17;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Nanopelagicus;8;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;8;3;4;14;0;4;23;65;34;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Paracaedibacter;46;4;0;0;0;16;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;10;4;3;14;2;4;22;87;95;84;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Candidatus Pelagibacter;30;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;6;0;8;0;4;25;47;44;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Peribacter;14;2;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;4;0;2;0;6;0;6;4;24;20;31;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0
Candidatus Planktophila;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;8;12;4;0;2;0;11;29;65;36;56;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Candidatus Profftella;10;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;2;7;13;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Rhodoluna;12;4;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;8;5;3;0;11;0;6;21;46;38;20;0;0;0;0;0;0;2;0;0;0;2;2;0;0;0;0;0
Candidatus Riesia;5;0;4;0;0;2;0;0;2;0;0;0;0;0;0;2;0;0;0;2;2;2;0;12;0;0;16;0;0;10;14;48;14;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0
Candidatus Ruthia;13;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;2;0;32;0;2;36;74;91;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Saccharibacteria;118;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;1;41;3;20;170;1141;10;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Saccharimonas;194;9;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;7;16;5;63;1;21;263;981;52;147;0;0;2;0;0;0;2;0;0;0;2;0;0;0;0;0;0
Candidatus Solibacter;28;6;0;0;0;13;2;0;0;0;0;0;0;0;0;0;2;0;0;2;0;14;6;32;6;0;6;4;12;66;205;144;74;0;0;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0
Candidatus Sulcia;4;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;13;23;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Symbiobacter;16;0;0;0;0;8;0;0;2;0;0;2;0;0;0;0;2;0;0;0;0;6;0;20;4;8;10;0;0;42;82;48;25;2;0;4;0;2;0;0;0;0;2;0;0;0;0;0;0;0
Candidatus Tachikawaea;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;2;2;4;0;1;6;33;4;21;0;0;0;0;0;2;0;0;1;2;0;0;0;1;0;0;2
Candidatus Tenderia;26;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;10;6;14;2;8;27;57;59;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Tokpelaia;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;10;4;0;8;1;2;14;60;65;41;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0
Candidatus Uzinura;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;8;0;0;10;35;12;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Walczuchella;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;4;0;0;12;24;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Woesebacteria;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;6;0;6;2;4;12;62;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Wolfebacteria;6;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;24;2;0;4;0;2;17;40;20;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Candidatus Xiphinematobacter;17;0;2;0;0;2;0;0;0;4;0;0;0;0;0;2;2;0;0;2;0;0;0;6;6;0;10;0;0;10;48;18;18;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Candidatus Zinderia;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Capnocytophaga canimorsus;41;0;0;0;0;6;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;13;12;3;37;2;20;94;436;114;86;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0
Capnocytophaga cynodegmi;65;2;0;0;0;13;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;22;12;5;31;2;16;91;220;103;94;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Capnocytophaga gingivalis;545;2;0;0;0;352;0;0;0;2;0;0;2;0;0;0;2;0;2;0;2;0;2;228;70;92;717;35;666;3559;13106;285;544;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Capnocytophaga haemolytica;163;6;2;0;0;17;0;2;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;12;11;29;53;0;37;139;580;202;189;0;2;0;0;0;0;3;4;0;0;0;0;1;0;0;0;2
Capnocytophaga leadbetteri;351;2;0;0;2;657;0;0;0;0;0;2;0;0;0;0;0;2;0;3;0;2;0;81;66;94;1095;9;452;2374;6146;299;818;0;0;2;0;0;0;0;2;0;2;0;2;0;2;0;0;2
Capnocytophaga ochracea;148;2;0;0;0;170;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;2;41;41;34;66;14;40;138;653;149;143;0;0;2;2;2;0;0;0;0;0;2;0;0;0;0;0;0
Capnocytophaga sp;179;0;0;0;0;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;56;55;50;59;4;57;173;690;103;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Capnocytophaga sputigena;364;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;70;34;89;387;2;410;3489;3639;1203;314;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Capnocytophaga stomatis;40;0;2;0;0;13;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;13;13;4;49;8;15;93;290;117;95;0;0;0;0;0;0;2;0;0;2;0;0;2;0;0;2;0
Carboxydothermus hydrogenoformans;28;2;0;2;0;16;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;2;5;4;4;14;2;6;38;66;54;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carnobacterium divergens;184;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;92;11;7;30;13;42;133;266;169;98;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0
Carnobacterium inhibens;124;2;0;2;2;35;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;4;4;8;6;7;30;1;28;82;257;64;70;0;0;0;2;0;0;0;0;0;4;0;0;0;0;2;0;0
Carnobacterium maltaromaticum;211;2;0;0;0;49;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;0;36;22;13;52;2;43;142;345;168;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carnobacterium sp;141;0;0;0;0;34;0;0;2;0;0;0;2;0;0;0;0;0;0;2;0;0;2;47;21;7;59;5;30;116;314;88;64;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Castellaniella defragrans;7;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;4;2;10;1;27;6;0;2;20;62;74;17;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;3;0
Catenulispora acidiphila;40;6;0;0;0;15;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;10;4;28;3;5;21;2;4;88;162;58;92;2;0;6;2;0;0;0;0;0;0;2;2;0;0;0;0;0
Caulobacter crescentus;2;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;2;5;12;20;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
